ФИО,Желаемая должность,Зарплата,Личная информация,Местоположение,Занятость и график,Общий опыт,Последнее место работы,Обязанности,Ключевые навыки,Обо мне,Образование,Языки,Ссылка
Кандидат,Разработчик C#,80 000 ₽ на руки,"Мужчина, 40 лет","Москва , не готов к переезду , готов к редким командировкам",Не указано,Опыт работы 11 лет 3 месяца,Студент GeekBrains - Разработчик C# в Образовательный портал GeekBrains,"Разработка Веб-приложения «Интернет магазин» на MS Visual Studio, ASP.NET Core MVC, C#, Visual Studio Code. Создание: - Базы данных MS SQL Server через Entity Framework Core (Добавление и удаление товаров на странице администратора), - Личного кабинета для Users and Admin, - Страницы покупок (HTML, CSS, JavaScript, Bootstrap) с функцией изменения и удаления товара(корзина покупателя) - Тестирование проекта(Unit-тест), - Извлечение данных из базы данных с LINQ to Entities, - Асинхронное обновление программы. Разработка WPF – приложения для рассылки электронной почты из Базы данных: -Валидация модели, проверка вводимых данных на корректность, - Unit-тестирование, - Добавление в приложение многопоточности, - Формирование отчетов в виде документов Word и Excel, -Добавление, удаление и редактирования адресатов посредством Entity Framework. Создание веб-API с помощью контроллеров ASP.NET Core Создание веб-приложения с помощью Blazor Создание пользовательского интерфейса с помощью ASP.NET Core Создание комплексного приложения с помощью React и минимального API для ASP.NET Core Использование базы данных с помощью минимального API, Entity Framework и ASP.NET Core","ASP.NET Core, HTML, C#, CSS, MS SQL, Entity Framework, Git, ООП, MS SQL Server, MySQL, Английский язык, Visual Studio C#, API, MS Visual Studio, React, JavaScript, Русский — Родной, Английский — A1 — Начальный","Высшее юридическое образование, работал по профессии более 10 лет. По программе повышения квалификации получил образование-Разработчик C# В данный момент полностью увлечен разработкой, и повышением навыков в данном направлении. Сертификаты тестов: Тестирование по C#.Начальный Уровень (https://gb.ru/certificates/1250718.pdf) Тестирование по HTML&CSS.Начальный Уровень (https://gb.ru/certificates/855914.pdf) Алгоритмы и структуры данных на Си (https://gb.ru/certificates/1387039.pdf) C#.Основы программирования (https://gb.ru/certificates/1346258.pdf) Тестирование по Основам программирования(https://gb.ru/certificates/731478.pdf) Сертификаты: Веб-разработка для начинающих (https://gb.ru/certificates/756299.pdf) Git. Базовый курс (https://gb.ru/certificates/777589.pdf) Основы программирования. Интерактивный курс(https://gb.ru/certificates/869412.pdf) C#. Быстрый старт(https://gb.ru/certificates/875537.pdf) Основы языка C(https://gb.ru/certificates/877459.pdf) Основы языка C#(https://gb.ru/certificates/914465.pdf) C# Уровень 2(https://gb.ru/certificates/936253.pdf) C#. Уровень 3(https://gb.ru/certificates/994451.pdf) HTML/CSS. Интерактивный курс(https://gb.ru/certificates/1023499.pdf) С#. Мини-программы(https://gb.ru/certificates/1031410.pdf) C# ASP.NET Core. Уровень 1(https://gb.ru/certificates/1143644.pdf) Основы ООП(https://gb.ru/certificates/1152906.pdf) C# ASP.NET Core. Уровень 2(https://gb.ru/certificates/1245909.pdf) Основы баз данных(https://gb.ru/certificates/1248399.pdf)","МГТИП Юридический , Диплом; https://geekbrains.ru GeekBrains , Разработчик С#; Образовательный портал GeekBrains GeekBrains , Программирование","Русский — Родной, Английский — A1 — Начальный",https://hh.ru/resume/6a35a80b0006345fa10039ed1f31526f773048
Кандидат,программист C#,50 000 ₽ на руки,"Мужчина, 38 лет","Москва , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 17 лет 3 месяца,"программист C# в ООО ""Медицинские Компьютерные Системы""",- Разработка программного обеспечения для построения электроэнцефалограмм и электрокардиограмм в режиме реального времени. - Разработка программного обеспечения для биофизических исследований. - Проектирование баз данных для диагностического и терапевтического программного обеспечения.,"Русский — Родной, Английский — C1 — Продвинутый","- язык программирования C# ; - знание ООП; - знание технологии .NET Framework 3.0 в объеме : - WinForms - WPF - опыт разработки приложений на базе .NET 3.5, в том числе: - ADO.NET - основы ASP.NET - опыт создания многопоточных приложений на .NET ; - знание технологий работы с базами данных : - MS SQL Server 2005/2008 - создание запросов на T-SQL - владение средствами контроля версий: VSS ; - умение разбираться в чужом исходном коде ; - опыт анализа и проектирования программных решений ; - инициативность, обязательность, исполнительность ; - умение работать как в команде, так и самостоятельно ; - в ближайшее время планирую получить сертификаты Microsoft MCTS 70 - 502 и MCTS 70 - 536 ;","Московский Государственный Институт Электронной Техники Электроники и Компьютерных Технологий , Специалист","Русский — Родной, Английский — C1 — Продвинутый",https://hh.ru/resume/e7939f2d00009886710039ed1f736563726574
Кандидат,C# Developer,180 000 ₽ на руки,"Мужчина, 50 лет","Москва , м. Митино , готов к переезду (Вьетнам, Испания, Камбоджа, Китай, Россия) , готов к командировкам",Не указано,Опыт работы 24 года 3 месяца,"C# Developer в ООО ""ГК Инновация""","РПД - рабочая программа диагноста. Клиент - WPF, DevExpress, VS2015. Средний уровень Business Logic - WCFслужба на IIS. Данные - SQL Server 2014, EntityFramework, Программа ""Балансировка вала в собственных опорах"". Технологии Prism-Unity, WPF, VS2013, SQL2014, .NET, EntityFramework, DevExpress","Русский — Родной, Английский — B2 — Средне-продвинутый",Разработка приложений на C# с использованием Microsoft Visual Studio 2013,"Московский Государственный Авиационный Технологический Университет им. Циолковского (МАТИ) Авиамеханический/Инженер , Диплом; M1011 Mastering MFC Fundamentals Using MS Visual Studio 6.0 Центр компьютерного обучения МГТУ им. Баумана , Диплом; M2073 Programming a Microsoft SQL Server 2000 Database Центр компьютерного обучения МГТУ им. Баумана , Диплом; M1298 Mastering Distributed Application Design and Development Using MS Visual Studio 6.0 Центр компьютерного обучения МГТУ им. Баумана , Диплом; M1012 Mastering COM Development Using MS Visual Studio 6.0 Центр компьютерного обучения МГТУ им. Баумана , Диплом; M1015 Mastering MFC Development Using MS Visual Studio 6.0 Центр компьютерного обучения МГТУ им. Баумана , Диплом; Программирование на Си и Си++ в среде Visual C++ 6.0 Центр компьютерного обучения МГТУ им. Баумана , Диплом; C# Brainbench , Ok transcript ID Number is 5284659; Microsoft Exam 70-100 Analyzing Requirements and Defining Solution Architectures Prometric , Score 556; С Brainbench , ок","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/2dd301d3000096ccab0039ed1f736563726574
Кандидат,C# Developer,Не указано,"Мужчина, 25 лет","Москва , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 3 года 5 месяцев,Разработчик ПО 2 категории C# в МСДис,"Работаю бекенд C# разработчиком на нескольких проектах компании. Разрабатываю проекты с нуля в команде, но в своей сфере действую полностью самостоятельно в качестве единственного бекенд разработчика. - Реализовал проекты по функциональным требованиям от клиента - Провожу оптимизацию запросов (нагрузочное тестирование показало улучшение производительности с 16 запросов в секунду до 100+ запросов в секунду). - Изменил способ взаимодействия внутренних служб между собой на более современный и производительный вариант - Разработал социально-сетевые механизмы взаимодействия пользователей с учетом ролевой модели - Поддерживал и развивал веб-интерфейс проектов, подстраивая под нужды бизнес-сегмента - Руководил командой разработки как Scrum-мастер (в нашей реализации не было Тимлида, в виду чего его обязанности взял на себя я) - Успешно проводил разработку на нескольких проектах компании, поддерживая требуемый уровень развития и укладывался в сроки сдачи продукта - Принимал архитектурные решения по проектам, вводил новый стек технологий и технических паттернов по разработке или структуре проектов. - Исправлял баги и критические ошибки систем, вводил новые способы контроля состояния и возможности бэкапа. Стек: - C#, .NET Core - ASP.NET Core (Web API) - Microsoft SQL Server, PostgreSQL, Redis, ElasticSearch, S3, Entity Framework, LINQ, Dapper - Kafka, Grafana, Prometheus - Kubernetes, Docker, ArgoCD, CI/CD, GitLab, Helm - Микросервисная архитектура, Repository Pattern, UoW, SOLID, KISS, YAGNI, REST","Git, MS Visual Studio, SOLID, Web API, ООП, MS SQL Server, .NET Core, Entity Framework, ASP.NET Core, Atlassian Jira, Open API Swagger, LINQ, DRY, CQRS, MVC, JSON API, .NET 5.0, .NET 6.0, Микросервисная архитектура, REST API, RabbitMQ, PostgreSQL, Docker, Postman, ASP.NET, С#, MS SQL, Azure DevOps, Dapper, Русский — Родной, Английский — B2 — Средне-продвинутый","Здравствуйте, меня зовут Михаил я C# разработчик из Москвы. Закончил институт РТУ МИРЭА по специальности ""Информационные системы и технологии"". Больше всего интересуюсь языком программирования C# и смежными с ним технологиями на платформе .NET, а в частности веб-разработкой во фреймворке ASP.NET. Также имеется опыт разработки на фреймворках WPF и MFC. Мой актуальный стек: - C# 11.0, .NET 8.0+, ASP.NET - SOLID, KISS, YAGNI, DRY, REST - PostgreSQL, MS SQL, Redis, S3, ElasticSearch, Neo4j - Kubernetes, Docker, CI/CD - Микросервисная, сервисная, монолитная архитектуры - Agile, Scrum, Kanban Решение задач бизнеса и клиентов, в порядке приоритета, является первоочередной задачей в моей карьере. Всегда стремлюсь к максимальной эффективности, производительности и решению задач в строго установленные сроки. Обладаю сильным техническим бэкграундом, но всегда нахожу для себя что-то новое в своей профессии. Слежу и следую актуальному и современному стеку в своей отрасли, читаю заинтересовавшие меня статьи на технических сайтах и/или в книгах. Уделяю много внимания и вопросу безопасности при разработке продукта. Имею большой опыт разработки проектов, заключающих в себя все вышеперечисленное. Контакты: Телеграмм: https://t.me/Tarveiz или по тэгу - @Tarveiz Email: misha28.95@mail.ru Телефон: +7 (915) 305-33-53 Также ссылка на мой GIT: https://github.com/Tarveiz?tab=repositories","РТУ МИРЭА КБСП, Информационные системы и технологии , Технологии разработки безопасного программного обеспечения информациионных систем","Русский — Родной, Английский — B2 — Средне-продвинутый",https://hh.ru/resume/d6b13d900008537e210039ed1f424d61724b78
Кандидат,C#/.NET-разработчик,Не указано,"Мужчина, 26 лет","Москва , готов к переезду , готов к командировкам",Не указано,Опыт работы 5 лет 7 месяцев,C#/.NET-разработчик в Лаборатория Касперского,"1. Проектирование и развитие микросервисных приложений на C# / ASP.NET Core (.NET 6/7) с использованием Clean Architecture и элементов DDD. 2. Контейнеризация сервисов в Docker и работа с кластером Kubernetes: редактирование Helm/YAML-манифестов, настройка Persistent Volume Claims, ConfigMaps и параметров деплоймента. 3. Настройка метрик и алёртинга (Prometheus + Grafana), централизованного логирования (ELK-стек). 4. Проектирование схем баз данных (Postgres, MS SQL), настройка индексов. 5. Внедрение кэширования (MemoryCache, Redis). 6. Разработка многопоточного и асинхронного кода (async/await, Parallel), устранение проблем конкурентности. 7. Рефакторинг и оптимизация наследуемого кода, снижение технического долга и повышение производительности. 8. Написание юнит и интеграционных тестов (xUnit/NUnit + NSubstitute). 9. Документирование REST-API (Swagger). 10. Разработка фронтенд-части на React: создание и доработка компонентов, исправление багов. 11. Работа с Git. 12. Поддержка 4-й линии, анализ продуктовых лог-файлов KES, маршрутизация инцидентов в профильные команды и контроль их выполнения до закрытия.","Стрессоустойчивость, Исполнительность, Инициативность, Работа в команде, C#, Аналитическое мышление, SQL, MS SQL Server, Git, PostgreSQL, Умение разбираться в чужом коде, ReactJS, REST API, ООП, ASP.NET, Entity Framework, Clean Architecture, Docker, Docker-compose, Kubernetes, Azure, Prometheus, Grafana, ELK, Redis, Unit Testing, Swagger, React, LINQ, SOLID, Русский — Родной, Английский — B1 — Средний","Закончил магистратуру (Информатика и вычислительная техника). Руководил небольшой командой в проекте, где создал собственную модель анализа тональности на базе трансформеров. Опыт коммерческой работы backend-разработчиком - 3.5 года - Исполнительный, быстро обучаемый, стрессоустойчивый, ответственный, ценю время свое и других людей, умею работать в режиме многозадачности и могу работать с большим объемом информации - Хорошие навыки работы в команде - Умение управлять проектом, командой, используя различные методики - Командная разработка BI-системы (.NET + PostgreSQL, ClickHouse, S3-хранилище MinIO): backend-разработка ключевой серверной логики, анализ user stories, совместная проработка бизнес-требований с продактами и дизайнерами, распределение задач, code-review, Agile / Scrum / Kanban-ритуалы - Опыт работы с .NET - Использование паттернов проектирования (SOLID, GOF) - Базовый опыт разработки на Go — готов развиваться - Опыт разработки веб-приложений с микросервисной архитектурой - Обладаю навыками работы с SQL - Есть опыт работы с MS SQL Server и Postgres - Обладаю навыками работы с Git - Опыт работы с ClickHouse и MinIO - Опыт разработки ML-моделей в NLP - Опыт интеграции ML-моделей в web","Московский политехнический университет, Москва Информационных технологий , Компьютерная лингвистика и искусственный интеллект; Московский политехнический университет, Москва Информационных технологий , Программирование и интеграция в САПР","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/6c37ebad00060a81f10039ed1f306c49394475
Кандидат,Программист C#,Не указано,"Мужчина, 31 год","Москва , готов к переезду , не готов к командировкам",Не указано,Опыт работы 11 лет 1 месяц,"Программист C#/C++ в ""СОКБ ""Вектор""",Разработка классов и настольных приложений в MS Visual Studio 2015 на языках C#/C++ Доработки существующего программного обеспечения Разработка UI с использованием WinForms Тестирование и поддержка кода Работа с отчетами в ReportViewer Работа с SQL Участие в совместной разработке Использование ReSharper в работе,"C#, C/C++, MS Visual Studio, Visual C++, Visual Studio C#, C++, Microsoft Visual Studio, ООП, Русский — Родной, Английский — C2 — В совершенстве, Немецкий — A1 — Начальный",Ответственность и организованность.,"Московский авиационный институт (национальный исследовательский университет), Москва Робототехнические и интеллектуальные системы , Программное обеспечение интеллектуальных систем","Русский — Родной, Английский — C2 — В совершенстве, Немецкий — A1 — Начальный",https://hh.ru/resume/3be953c30002b7b4240039ed1f594178317177
Кандидат,C#/ .NET Разработчик,Не указано,"Мужчина, 33 года","Москва , м. Текстильщики , готов к переезду , готов к командировкам",Не указано,Опыт работы 1 год 11 месяцев,.NET-разработчик в Налоговая служба РА,Разработка и внедрение нового функционала и исправления ошибок на общей платформе,"ООП, MS SQL Server, SQL, Entity Framework, Postman, REST API, LINQ, MS Visual Studio, SOLID, Git, ASP.NET Web Api, Atlassian Jira, Swagger, HTTP/HTTPS, DRY, KISS, YAGNI, ASP.NET MVC, .NET Core, C#, .NET Framework, Scrum, T-SQL(Join, Function, Procedure, Trigger, Index, Isolation Levels), JWT (JSON Web Token), JavaScript, HTML5, CSS, WPF, Русский — Родной, Английский — A2 — Элементарный, Армянский — C2 — В совершенстве",Мое Портфолио - https://github.com/ArtakMirzoyan92/Mango,"Национальный университет архитектуры и строительства Армении Транспорт , Инженерии; Ергуас Транспортный , Инженерии","Русский — Родной, Английский — A2 — Элементарный, Армянский — C2 — В совершенстве",https://hh.ru/resume/a97c739600078ab8260039ed1f4958745a3246
Кандидат,C# разработчик,Не указано,"Мужчина, 27 лет","Москва , м. Измайловская , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 3 года 7 месяцев,Ведущий инженер по разработке в Сбер,Backend и frontend разработка.,"С#, ASP.NET, Entity Framework, ООП, SQL, Git, .NET Framework, MVC, SOLID, Docker, XUnit, MS SQL, HTML5, CSS, Java script, Русский — Родной, Английский — B1 — Средний","Разработка кроссплатформенных приложений Asp .net Приходилось разрабатывать на 3.1, 6, 8, 9 версиях .net SQL запросы PostgresSQL А так же работал с библиотеками: Entity framework, Nhibernate, ASP net Mvc, REST api, Nunit,Xunit, Automaper, moq, newtonsoft json и др. Имеется опыт написания интеграционных тестов и Unit тестов Пишу основные запросы на SQL: create, select, delete, insert, update. Создание sequence и триггеров. Описывал view Работал с Git Lab. Приходилось выполнять задачи по дополнению front-end кода. Использовалась библиотека React.","Московский государственный технический университет им. Н.Э. Баумана, Москва Факультет информатики и систем управления , Прикладная математика и информатика; Московский государственный технический университет им. Н.Э. Баумана, Москва Информатика и вычислительная техника , Вычислительные машины, комплексы, системы и сети; С# Разработчик Otus; Asp .net core разработчик Otus; Разработчик C# Skill box; Основы программирования C# Ulearn","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/0adbfc2900083ba0620039ed1f507675435653
Кандидат,C# разработчик,Не указано,"Мужчина, 23 года","Москва , м. Рассказовка , не готов к переезду , не готов к командировкам",Не указано,Опыт работы 3 года 5 месяцев,Преподаватель в Top Academy,"Преподавание Программирование C#, Asp, Wpf, SQL","Entity Framework, ASP.NET Core, API, gRPC, REST, LINQ, ASP.NET MVC, MS SQL, MVC, Transact-SQL, C#, MS SQL Server, WPF, Bootstrap, ASP.NET, HTML5, CSS3, JavaScript, Vue.js, Русский — Родной, Английский — B1 — Средний","Закончил колледж по специальности ""Программирование в компьютерных системах"". Ныне учусь в университете РТУ МИРЭА. В своих проектах работал с такими технологиями как ASP.NET, WPF, C#, Entity Framework, MS SQL Server, JS, Vue.js в коммерческих проектах был опыт работы 3 месяц. Ссылка на GitHub с моими проектами. https://github.com/thebrokenblow.","МГУТУ им. К. Г. Разумовского, университетский колледж информационных технологий Программирование в компьютерных системах","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/0e76347c00091271de0039ed1f6a4251545548
Кандидат,Программист С# / .NET,300 000 ₽ на руки,"Мужчина, 23 года","Москва , м. Профсоюзная , готов к переезду , готов к редким командировкам",Не указано,Опыт работы 4 года 3 месяца,Разработчик в МирТех,"Разработал и внедрил микросервис на C# .NET 8, обеспечивающую обработку данных государственных информационных систем с высокой производительностью Спроектировал и реализовал интеграции с государственными API (СМЭВ, ФНС, ФССП) через gRPC, что позволило автоматизировать процессы обмена данными Занимался оптимизацией SQL-запросов в PostgreSQL, применяя индексы и материализованные представления, сократив время выполнения критических запросов на 30% Разработал отказоустойчивую систему обработки данных на базе RabbitMQ с использованием паттернов Publisher-Subscriber, обеспечивающую гарантированную доставку сообщений Участвовал в полном цикле разработки от проектирования до внедрения в эксплуатацию, включая CI/CD процессы Проводил code review с фокусом на производительность и безопасность","C#, WPF, Git, ООП, SOLID, MVC, REST API, LINQ, PostgreSQL, Entity Framework, MS SQL, .NET Framework, TypeScript, ASP.NET Core, ASP.NET MVC, .NET 6, Английский язык, .NET Core, ASP. NET, MVVM, CI/CD, Python, Базы данных, Тестирование, Agile, gRPC, RabbitMQ, ChatGPT, Cursor, DDD, Русский — Родной, Английский — B1 — Средний","Образование высшее, МПУ, факультет Автоматики. C# разработчик с опытом работы более 3х лет. Языки программирования: C#, TypeScript, JavaScript (React, Angular), Python Фреймворки и технологии: .NET 8/6, ASP.NET Core, WPF, WinForms, Entity Framework Базы данных: PostgreSQL, MS SQL, Redis, T-SQL Принципы разработки: ООП, SOLID, MVC, MVVM, DDD, TDD, Code Review Инструменты: Git, Docker, CI/CD (Bamboo), RabbitMQ, gRPC, Protobuf Тестирование: Unit-тесты, автотесты (FlowUI) Телеграм - https://t.me/Danila_Argastsev Использую AI в работе - DeepSeak, ChatGpt, WindSurf и Cursor Примерные работы можно посмотреть на моей страничке в гитхаб - https://github.com/Overlord-12?tab=repositories","Московский политехнический университет Факультет автоматики , Инженер - программист; МПУ МПУ , Веб-разработчик; Нетология Нетология , SQL и получение данных; Coursera Coursera , Основы программирования на Python.; Нетология Нетология , SQL и получение данных","Русский — Родной, Английский — B1 — Средний",https://hh.ru/resume/c65c8b1b0008c63f650039ed1f715273394b38
